what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,org.eclipse.ui.editors,1.61945E+12
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,org.eclipse.ui.externaltools,1.61945E+12
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,org.eclipse.ui.forms,1.61945E+12
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,org.eclipse.ui.ide,1.61945E+12
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,org.eclipse.ui.navigator,1.61945E+12
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,org.eclipse.ui.net,1.61945E+12
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,org.eclipse.ui.views,1.61945E+12
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,org.eclipse.ui.workbench,1.61945E+12
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,org.eclipse.ui.workbench.texteditor,1.61945E+12
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,org.eclipse.update.configurator,1.61945E+12
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,org.eclipse.update.core,1.61945E+12
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,org.eclipse.update.scheduler,1.61945E+12
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201010220354,org.eclipse.datatools.connectivity,1.61945E+12
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,org.eclipse.emf.common,1.61945E+12
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,org.eclipse.emf.ecore,1.61945E+12
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,org.eclipse.emf.ecore.xmi,1.61945E+12
started,bundle,org.eclipse.jem,2.0.400.v201005110200,org.eclipse.jem,1.61945E+12
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,org.eclipse.jem.util,1.61945E+12
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,org.eclipse.jst.common.project.facet.core,1.61945E+12
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,org.eclipse.jst.j2ee,1.61945E+12
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,org.eclipse.jst.j2ee.core,1.61945E+12
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,org.eclipse.jst.ws.jaxrs.core,1.61945E+12
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,org.eclipse.jst.ws.jaxws.utils,1.61945E+12
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,org.eclipse.wst.common.core,1.61945E+12
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,org.eclipse.wst.common.emf,1.61945E+12
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,org.eclipse.wst.common.emfworkbench.integration,1.61945E+12
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,org.eclipse.wst.common.frameworks,1.61945E+12
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,org.eclipse.wst.common.frameworks.ui,1.61945E+12
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,org.eclipse.wst.common.modulecore,1.61945E+12
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,org.eclipse.wst.common.project.facet.core,1.61945E+12
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,org.eclipse.wst.server.core,1.61945E+12
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,org.eclipse.wst.server.ui,1.61945E+12
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,org.eclipse.wst.sse.core,1.61945E+12
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,org.eclipse.wst.validation,1.61945E+12
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,org.eclipse.wst.web,1.61945E+12
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,org.eclipse.wst.xml.core,1.61945E+12
started,bundle,org.springframework.ide.eclipse.uaa,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.uaa,1.61945E+12
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,org.maven.ide.eclipse,1.61945E+12
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,org.maven.ide.eclipse.maven_model_edit,1.61945E+12
started,bundle,org.tigris.subversion.clientadapter,1.10.1,org.tigris.subversion.clientadapter,1.61945E+12
started,bundle,org.tigris.subversion.subclipse.core,1.10.3,org.tigris.subversion.subclipse.core,1.61945E+12
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,org.tigris.subversion.subclipse.tools.usage,1.61945E+12
started,bundle,org.tigris.subversion.subclipse.ui,1.10.3,org.tigris.subversion.subclipse.ui,1.61945E+12
started,bundle,org.jboss.ide.eclipse.as.core,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.as.core,1.61945E+12
started,bundle,org.jboss.ide.eclipse.as.ui,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.as.ui,1.61945E+12
started,bundle,org.jboss.tools.jmx.core,1.2.0.v20111025-2055-H161-Final,org.jboss.tools.jmx.core,1.61945E+12
started,bundle,com.csc.fsg.life.sde.ant,1.0.0.201405121315,com.csc.fsg.life.sde.ant,1.61945E+12
started,bundle,com.csc.fsg.life.sde.common,1.0.0.201405121315,com.csc.fsg.life.sde.common,1.61945E+12
started,bundle,com.csc.fsg.life.sde.core,1.0.0.201405121315,com.csc.fsg.life.sde.core,1.61945E+12
started,bundle,com.csc.fsg.life.sde.jdt,1.0.0.201405121315,com.csc.fsg.life.sde.jdt,1.61945E+12
started,bundle,com.csc.fsg.life.sde.maven,1.0.0.201405121315,com.csc.fsg.life.sde.maven,1.61945E+12
started,bundle,com.csc.fsg.life.sde.server.core,1.0.0.201405121315,com.csc.fsg.life.sde.server.core,1.61945E+12
started,bundle,com.csc.fsg.life.sde.server.jboss,1.0.0.201405121315,com.csc.fsg.life.sde.server.jboss,1.61945E+12
started,bundle,com.csc.fsg.life.sde.server.tomcat,1.0.0.201405121315,com.csc.fsg.life.sde.server.tomcat,1.61945E+12
started,bundle,com.csc.fsg.life.sde.subversion,1.0.0.201405121315,com.csc.fsg.life.sde.subversion,1.61945E+12
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,org.eclipse.epp.usagedata.gathering,1.61945E+12
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,org.eclipse.epp.usagedata.recording,1.61945E+12
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,org.eclipse.mylyn.bugzilla.core,1.61945E+12
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,org.eclipse.mylyn.bugzilla.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,org.eclipse.mylyn.commons.net,1.61945E+12
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,org.eclipse.mylyn.commons.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,org.eclipse.mylyn.context.core,1.61945E+12
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,org.eclipse.mylyn.context.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,org.eclipse.mylyn.monitor.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,org.eclipse.mylyn.tasks.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,org.eclipse.mylyn.team.ui,1.61945E+12
os,sysinfo,,,win32,1.61945E+12
arch,sysinfo,,,x86_64,1.61945E+12
ws,sysinfo,,,win32,1.61945E+12
locale,sysinfo,,,en_IN,1.61945E+12
processors,sysinfo,,,8,1.61945E+12
java.runtime.name,sysinfo,,,Java(TM) SE Runtime Environment,1.61945E+12
java.runtime.version,sysinfo,,,1.6.0_45-b06,1.61945E+12
java.specification.name,sysinfo,,,Java Platform API Specification,1.61945E+12
java.specification.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.specification.version,sysinfo,,,1.6,1.61945E+12
java.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.version,sysinfo,,,1.6.0_45,1.61945E+12
java.vm.info,sysinfo,,,mixed mode,1.61945E+12
java.vm.name,sysinfo,,,Java HotSpot(TM) 64-Bit Server VM,1.61945E+12
java.vm.specification.name,sysinfo,,,Java Virtual Machine Specification,1.61945E+12
java.vm.specification.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.vm.specification.version,sysinfo,,,1,1.61945E+12
java.vm.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.vm.version,sysinfo,,,20.45-b01,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,org.eclipse.jdt.debug,1.61945E+12
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,org.eclipse.jdt.debug.ui,1.61945E+12
started,bundle,org.tigris.subversion.clientadapter.javahl,1.8.3,org.tigris.subversion.clientadapter.javahl,1.61945E+12
error,log,,,Could not auto-share project GitTest,1.61945E+12
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,org.eclipse.jst.server.core,1.61945E+12
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,org.eclipse.jst.jee,1.61945E+12
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,org.eclipse.core.variables,1.61945E+12
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.1.v20111025-0345-H201-Final,org.jboss.ide.eclipse.archives.core,1.61945E+12
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.archives.webtools,1.61945E+12
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.as.wtp.core,1.61945E+12
started,bundle,org.springframework.ide.eclipse.ui,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.ui,1.61945E+12
started,bundle,org.springframework.ide.eclipse.beans.ui,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.beans.ui,1.61945E+12
started,bundle,org.springframework.ide.eclipse.core,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.core,1.61945E+12
started,bundle,org.springframework.ide.eclipse.beans.core,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.beans.core,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
started,bundle,org.jboss.tools.jmx.ui,1.2.0.v20111025-2055-H161-Final,org.jboss.tools.jmx.ui,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,org.eclipse.mylyn.ide.ui,1.61945E+12
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,org.eclipse.jdt.apt.core,1.61945E+12
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,org.eclipse.jdt.apt.pluggable.core,1.61945E+12
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,org.maven.ide.eclipse.jdt,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,org.eclipse.ltk.core.refactoring,1.61945E+12
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,org.eclipse.ltk.ui.refactoring,1.61945E+12
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,org.eclipse.jdt.ui.CompilationUnitEditor,1.61945E+12
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,org.eclipse.jdt.ui.CompilationUnitEditor,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,org.eclipse.ui.edit.selectAll,1.61945E+12
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,org.eclipse.ui.edit.paste,1.61945E+12
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,org.eclipse.jdt.junit,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,org.eclipse.ui.views.ResourceNavigator,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,org.eclipse.jdt.ui.CompilationUnitEditor,1.61945E+12
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,org.eclipse.jdt.ui.CompilationUnitEditor,1.61945E+12
started,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,org.maven.ide.eclipse.editor,1.61945E+12
started,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,org.maven.ide.eclipse.refactoring,1.61945E+12
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
started,bundle,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,org.maven.ide.eclipse.launching,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
opened,view,org.eclipse.ui.console,3.5.0.v20100526,org.eclipse.ui.console.ConsoleView,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,org.eclipse.wst.jsdt.debug.ui,1.61945E+12
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,org.eclipse.ui.project.buildAutomatically,1.61945E+12
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,org.eclipse.ui.views.ResourceNavigator,1.61945E+12
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,org.eclipse.jdt.ui.CompilationUnitEditor,1.61945E+12
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
=======,,,,,
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,org.eclipse.jst.ws.jaxws.utils,1.61945E+12
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,org.eclipse.wst.common.core,1.61945E+12
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,org.eclipse.wst.common.emf,1.61945E+12
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,org.eclipse.wst.common.emfworkbench.integration,1.61945E+12
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,org.eclipse.wst.common.frameworks,1.61945E+12
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,org.eclipse.wst.common.frameworks.ui,1.61945E+12
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,org.eclipse.wst.common.modulecore,1.61945E+12
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,org.eclipse.wst.common.project.facet.core,1.61945E+12
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,org.eclipse.wst.jsdt.core,1.61945E+12
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,org.eclipse.wst.server.core,1.61945E+12
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,org.eclipse.wst.server.ui,1.61945E+12
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,org.eclipse.wst.sse.core,1.61945E+12
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,org.eclipse.wst.validation,1.61945E+12
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,org.eclipse.wst.web,1.61945E+12
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,org.eclipse.wst.xml.core,1.61945E+12
started,bundle,org.springframework.ide.eclipse.uaa,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.uaa,1.61945E+12
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,org.maven.ide.eclipse,1.61945E+12
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,org.maven.ide.eclipse.jdt,1.61945E+12
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,org.maven.ide.eclipse.maven_model_edit,1.61945E+12
started,bundle,org.tigris.subversion.clientadapter,1.10.1,org.tigris.subversion.clientadapter,1.61945E+12
started,bundle,org.tigris.subversion.subclipse.core,1.10.3,org.tigris.subversion.subclipse.core,1.61945E+12
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,org.tigris.subversion.subclipse.tools.usage,1.61945E+12
started,bundle,org.tigris.subversion.subclipse.ui,1.10.3,org.tigris.subversion.subclipse.ui,1.61945E+12
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.1.v20111025-0345-H201-Final,org.jboss.ide.eclipse.archives.core,1.61945E+12
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.archives.webtools,1.61945E+12
started,bundle,org.jboss.ide.eclipse.as.core,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.as.core,1.61945E+12
started,bundle,org.jboss.ide.eclipse.as.ui,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.as.ui,1.61945E+12
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.2.0.v20111110-1751-H262-Final,org.jboss.ide.eclipse.as.wtp.core,1.61945E+12
started,bundle,org.jboss.tools.jmx.core,1.2.0.v20111025-2055-H161-Final,org.jboss.tools.jmx.core,1.61945E+12
started,bundle,com.csc.fsg.life.sde.common,1.0.0.201405121315,com.csc.fsg.life.sde.common,1.61945E+12
started,bundle,com.csc.fsg.life.sde.core,1.0.0.201405121315,com.csc.fsg.life.sde.core,1.61945E+12
started,bundle,com.csc.fsg.life.sde.maven,1.0.0.201405121315,com.csc.fsg.life.sde.maven,1.61945E+12
started,bundle,com.csc.fsg.life.sde.server.core,1.0.0.201405121315,com.csc.fsg.life.sde.server.core,1.61945E+12
started,bundle,com.csc.fsg.life.sde.subversion,1.0.0.201405121315,com.csc.fsg.life.sde.subversion,1.61945E+12
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,org.eclipse.epp.usagedata.gathering,1.61945E+12
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,org.eclipse.epp.usagedata.recording,1.61945E+12
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,org.eclipse.mylyn.bugzilla.core,1.61945E+12
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,org.eclipse.mylyn.bugzilla.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,org.eclipse.mylyn.commons.net,1.61945E+12
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,org.eclipse.mylyn.commons.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,org.eclipse.mylyn.context.core,1.61945E+12
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,org.eclipse.mylyn.context.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,org.eclipse.mylyn.monitor.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,org.eclipse.mylyn.tasks.ui,1.61945E+12
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,org.eclipse.mylyn.team.ui,1.61945E+12
os,sysinfo,,,win32,1.61945E+12
arch,sysinfo,,,x86_64,1.61945E+12
ws,sysinfo,,,win32,1.61945E+12
